Date,Year,Month,Region,CustomerSegment,Channel,Category,SubCategory,Product,Quantity,UnitPrice,DiscountRate,Sales,Cost,Profit
2025-06-16,2025,6,Los Angeles,Consumer,Online,Electronics,Electronics,iPhone 14 Pro,80,792.59,0.28,45653.18,38932.2,6720.98
2023-08-23,2023,8,San Diego,Home Office,In-Store,Office Supplies,Office Supplies,Stapler,7,938.73,0.07,6111.13,3772.97,2338.16
2025-12-06,2025,12,Philadelphia,Consumer,Online,Furniture,Furniture,Conference Table,67,246.43,0.2,13208.65,9200.28,4008.37
2024-11-01,2024,11,Los Angeles,Consumer,Online,Clothing,Clothing,Socks,66,240.24,0.02,15538.72,13098.68,2440.04
2025-03-19,2025,3,Houston,Small Business,In-Store,Electronics,Electronics,GoPro HERO11,4,884.78,0.09,3220.6,2491.98,728.62
2023-07-10,2023,7,Dallas,Consumer,In-Store,Electronics,Electronics,MacBook Pro 16,61,640.29,0.03,37885.96,31425.12,6460.84
2023-02-23,2023,2,Dallas,Corporate,Online,Furniture,Furniture,Office Chair,36,883.41,0.01,31484.73,22392.36,9092.37
2024-04-04,2024,4,Houston,Home Office,Online,Office Supplies,Office Supplies,Printer Paper,34,126.42,0.05,4083.37,3281.43,801.94
2023-09-03,2023,9,Dallas,Small Business,In-Store,Electronics,Electronics,Samsung Galaxy S23,78,188.83,0.03,14286.88,9345.15,4941.73
2025-07-02,2025,7,New York,Consumer,Online,Office Supplies,Office Supplies,Stapler,98,979.43,0.1,86385.73,71882.02,14503.71
2024-07-19,2024,7,San Antonio,Home Office,Online,Furniture,Furniture,Conference Table,66,821.11,0.08,49857.8,30764.86,19092.94
2023-08-10,2023,8,Dallas,Consumer,Online,Furniture,Furniture,File Cabinet,1,284.97,0.28,205.18,162.64,42.54
2023-04-27,2023,4,San Antonio,Home Office,In-Store,Clothing,Clothing,Sneakers,57,510.3,0.13,25305.78,17574.97,7730.81
2025-05-14,2025,5,Philadelphia,Corporate,Online,Office Supplies,Office Supplies,Stapler,89,865.61,0.09,70105.75,44856.82,25248.93
2025-09-29,2025,9,New York,Corporate,Online,Clothing,Clothing,Sneakers,48,356.48,0.21,13517.72,11823.54,1694.18
2024-08-04,2024,8,Phoenix,Corporate,Online,Office Supplies,Office Supplies,Stapler,13,849.31,0.13,9605.7,7695.22,1910.48
2023-02-10,2023,2,San Antonio,Corporate,Online,Clothing,Clothing,Sneakers,28,878.74,0.27,17961.45,15994.86,1966.59
2025-07-06,2025,7,Dallas,Consumer,In-Store,Office Supplies,Office Supplies,Desk Lamp,82,61.92,0.1,4569.7,2867.95,1701.75
2024-05-23,2024,5,Philadelphia,Consumer,In-Store,Office Supplies,Office Supplies,Stapler,32,423.73,0.24,10305.11,6533.23,3771.88
2025-01-17,2025,1,Dallas,Consumer,In-Store,Electronics,Electronics,MacBook Pro 16,72,78.14,0.25,4219.56,2904.85,1314.71
2023-11-28,2023,11,Chicago,Consumer,In-Store,Clothing,Clothing,Sneakers,52,804.61,0.1,37655.75,22687.12,14968.63
2024-05-05,2024,5,San Jose,Consumer,In-Store,Clothing,Clothing,Sneakers,94,646.67,0.2,48629.58,42966.28,5663.3
2024-06-23,2024,6,Phoenix,Home Office,In-Store,Office Supplies,Office Supplies,Desk Lamp,63,143.88,0.22,7070.26,5391.08,1679.18
2023-09-23,2023,9,San Diego,Home Office,Online,Furniture,Furniture,File Cabinet,37,525.19,0.16,16322.91,14299.48,2023.43
2025-06-06,2025,6,Chicago,Small Business,In-Store,Furniture,Furniture,Standing Desk,10,697.38,0.01,6904.06,4817.25,2086.81
2023-02-01,2023,2,New York,Small Business,In-Store,Clothing,Clothing,Women's Jeans,41,957.68,0.25,29448.66,19215.4,10233.26
2023-09-05,2023,9,Philadelphia,Small Business,Online,Furniture,Furniture,Bookshelf,60,689.75,0.23,31866.45,23557.47,8308.98
2025-01-20,2025,1,Houston,Corporate,In-Store,Office Supplies,Office Supplies,Printer Paper,24,730.79,0.27,12803.44,8837.23,3966.21
2023-09-04,2023,9,Philadelphia,Consumer,Online,Clothing,Clothing,Men's T-Shirt,66,874.25,0.06,54238.47,46252.56,7985.91
2025-06-15,2025,6,New York,Small Business,Online,Furniture,Furniture,Standing Desk,85,922.62,0.16,65875.07,42981.78,22893.29
2023-04-06,2023,4,Houston,Home Office,In-Store,Office Supplies,Office Supplies,Ballpoint Pen,97,989.24,0.27,70048.08,45236.89,24811.19
2025-10-28,2025,10,San Antonio,Small Business,In-Store,Electronics,Electronics,Nikon D3500 DSLR,39,601.21,0.29,16647.5,12123.75,4523.75
2025-03-20,2025,3,Houston,Consumer,Online,Clothing,Clothing,Jacket,64,528.62,0.1,30448.51,26596.82,3851.69
2023-10-05,2023,10,San Jose,Small Business,Online,Furniture,Furniture,Conference Table,46,471.62,0.2,17355.62,14025.31,3330.31
2024-09-20,2024,9,Chicago,Home Office,Online,Office Supplies,Office Supplies,Printer Paper,34,100.92,0.26,2539.15,1865.11,674.04
2025-07-11,2025,7,Philadelphia,Consumer,Online,Electronics,Electronics,Fitbit Versa 4,31,426.04,0.17,10962.01,8931.26,2030.75
2025-03-10,2025,3,San Diego,Small Business,Online,Clothing,Clothing,Men's T-Shirt,12,369.39,0.25,3324.51,2290.31,1034.2
2023-03-31,2023,3,Philadelphia,Home Office,Online,Clothing,Clothing,Jacket,86,781.56,0.06,63181.31,41197.64,21983.67
2024-10-15,2024,10,Philadelphia,Home Office,Online,Clothing,Clothing,Sneakers,9,735.09,0.21,5226.49,3618.77,1607.72
2023-12-27,2023,12,New York,Small Business,Online,Electronics,Electronics,iPhone 14 Pro,13,67.66,0.28,633.3,502.5,130.8
2025-04-13,2025,4,Philadelphia,Home Office,In-Store,Clothing,Clothing,Sneakers,34,183.68,0.26,4621.39,4067.7,553.69
2024-02-22,2024,2,San Jose,Corporate,In-Store,Furniture,Furniture,File Cabinet,53,801.99,0.19,34429.43,28848.79,5580.64
2025-02-03,2025,2,Los Angeles,Corporate,Online,Clothing,Clothing,Jacket,18,417.05,0.03,7281.69,6298.78,982.91
2025-01-05,2025,1,New York,Small Business,Online,Office Supplies,Office Supplies,Ballpoint Pen,53,284.07,0.03,14604.04,9761.46,4842.58
2024-07-10,2024,7,Phoenix,Small Business,In-Store,Clothing,Clothing,Socks,8,336.27,0.23,2071.42,1379.06,692.36
2023-01-28,2023,1,Chicago,Consumer,In-Store,Furniture,Furniture,Office Chair,96,628.02,0.12,53055.13,35701.64,17353.49
2025-11-20,2025,11,San Diego,Small Business,Online,Clothing,Clothing,Men's T-Shirt,84,747.52,0.09,57140.43,45294.42,11846.01
2023-07-11,2023,7,Houston,Consumer,In-Store,Office Supplies,Office Supplies,Notebook,28,747.23,0.17,17365.63,10837.91,6527.72
2025-04-15,2025,4,Houston,Small Business,In-Store,Furniture,Furniture,Standing Desk,57,632.95,0.24,27419.39,21933.6,5485.79
2024-07-29,2024,7,Phoenix,Small Business,In-Store,Office Supplies,Office Supplies,Stapler,96,956.11,0.15,78018.58,52086.69,25931.89
2024-03-07,2024,3,New York,Small Business,Online,Office Supplies,Office Supplies,Printer Paper,61,633.86,0.19,31319.02,27498.67,3820.35
2023-09-26,2023,9,Dallas,Corporate,Online,Electronics,Electronics,Kindle Paperwhite,83,422.34,0.14,30146.63,24763.34,5383.29
2025-01-14,2025,1,Chicago,Corporate,In-Store,Clothing,Clothing,Sneakers,85,94.06,0.22,6236.18,4837.28,1398.9
2024-12-07,2024,12,Houston,Corporate,In-Store,Electronics,Electronics,iPhone 14 Pro,95,794.45,0.01,74718.02,56756.82,17961.2
2023-07-09,2023,7,San Diego,Small Business,In-Store,Furniture,Furniture,Bookshelf,25,138.78,0.16,2914.38,2148.83,765.55
2025-09-26,2025,9,Philadelphia,Home Office,In-Store,Furniture,Furniture,Bookshelf,46,625.7,0.07,26767.45,19627.46,7139.99
2025-06-22,2025,6,Phoenix,Corporate,Online,Furniture,Furniture,Bookshelf,80,252.96,0.23,15582.34,12798.76,2783.58
2025-07-29,2025,7,Los Angeles,Small Business,Online,Furniture,Furniture,Bookshelf,10,693.73,0.09,6312.94,5031.03,1281.91
2023-01-16,2023,1,Los Angeles,Corporate,Online,Furniture,Furniture,File Cabinet,98,896.21,0.19,71141.15,42918.85,28222.3
2025-11-18,2025,11,New York,Consumer,Online,Office Supplies,Office Supplies,Printer Paper,13,81.53,0.05,1006.9,757.01,249.89
2025-08-02,2025,8,San Jose,Home Office,In-Store,Furniture,Furniture,Bookshelf,78,163.83,0.03,12395.38,7671.41,4723.97
2024-04-29,2024,4,Los Angeles,Corporate,In-Store,Clothing,Clothing,Men's T-Shirt,41,827.41,0.01,33584.57,25515.31,8069.26
2023-04-27,2023,4,San Antonio,Corporate,In-Store,Office Supplies,Office Supplies,Stapler,42,103.5,0.16,3651.48,2457.31,1194.17
2024-03-27,2024,3,Philadelphia,Corporate,In-Store,Furniture,Furniture,File Cabinet,11,76.09,0.23,644.48,484.53,159.95
2024-01-31,2024,1,Dallas,Consumer,In-Store,Office Supplies,Office Supplies,Desk Lamp,94,121.87,0.28,8248.16,5069.57,3178.59
2024-02-10,2024,2,Chicago,Corporate,Online,Office Supplies,Office Supplies,Printer Paper,38,924.77,0.14,30221.48,18792.06,11429.42
2025-04-25,2025,4,Dallas,Consumer,Online,Electronics,Electronics,Sony WH-1000XM5,6,771.68,0.29,3287.36,2850.73,436.63
2024-04-04,2024,4,Philadelphia,Consumer,Online,Clothing,Clothing,Socks,59,880.09,0.19,42059.5,33343.13,8716.37
2023-01-10,2023,1,Chicago,Corporate,In-Store,Office Supplies,Office Supplies,Stapler,23,818.41,0.28,13552.87,9344.41,4208.46
2024-05-10,2024,5,Chicago,Home Office,Online,Office Supplies,Office Supplies,Stapler,33,776.71,0.06,24093.54,20989.8,3103.74
2023-08-30,2023,8,San Jose,Consumer,Online,Furniture,Furniture,File Cabinet,86,594.78,0.05,48593.53,39368.75,9224.78
2023-09-03,2023,9,San Jose,Small Business,Online,Furniture,Furniture,Conference Table,48,455.85,0.3,15316.56,12907.77,2408.79
2025-08-17,2025,8,San Jose,Corporate,In-Store,Office Supplies,Office Supplies,Notebook,78,775.05,0.18,49572.2,33041.77,16530.43
2024-02-16,2024,2,Phoenix,Corporate,Online,Furniture,Furniture,File Cabinet,39,261.52,0.17,8465.4,7365.94,1099.46
2024-11-29,2024,11,Houston,Consumer,Online,Furniture,Furniture,Conference Table,59,747.93,0.0,44127.87,37111.16,7016.71
2023-06-02,2023,6,Houston,Corporate,In-Store,Clothing,Clothing,Jacket,15,385.82,0.08,5324.32,4393.56,930.76
2024-01-01,2024,1,Dallas,Corporate,Online,Furniture,Furniture,Conference Table,57,348.04,0.07,18449.6,15873.99,2575.61
2024-05-28,2024,5,Phoenix,Home Office,Online,Electronics,Electronics,Samsung Galaxy S23,40,858.16,0.04,32953.34,26412.03,6541.31
2025-12-01,2025,12,Philadelphia,Corporate,In-Store,Electronics,Electronics,Fitbit Versa 4,91,356.91,0.09,29555.72,25747.89,3807.83
2023-10-10,2023,10,Houston,Home Office,Online,Office Supplies,Office Supplies,Ballpoint Pen,4,284.63,0.16,956.36,749.83,206.53
2025-02-06,2025,2,San Jose,Small Business,Online,Clothing,Clothing,Women's Jeans,67,473.7,0.27,23168.67,14092.68,9075.99
2025-05-12,2025,5,Philadelphia,Small Business,Online,Clothing,Clothing,Sneakers,85,305.48,0.05,24667.51,18014.65,6652.86
2025-09-20,2025,9,Houston,Home Office,Online,Furniture,Furniture,File Cabinet,8,245.02,0.06,1842.55,1338.53,504.02
2025-10-23,2025,10,Philadelphia,Small Business,Online,Electronics,Electronics,Dell XPS 13,97,55.74,0.29,3838.81,3074.49,764.32
2025-10-27,2025,10,San Jose,Corporate,Online,Furniture,Furniture,Office Chair,1,669.32,0.12,589.0,364.33,224.67
2023-12-25,2023,12,Philadelphia,Consumer,Online,Electronics,Electronics,Fitbit Versa 4,35,872.14,0.29,21672.68,13986.66,7686.02
2025-04-28,2025,4,San Diego,Home Office,In-Store,Office Supplies,Office Supplies,Stapler,18,897.81,0.19,13090.07,7986.76,5103.31
2023-11-18,2023,11,Houston,Small Business,In-Store,Office Supplies,Office Supplies,Ballpoint Pen,9,976.3,0.01,8698.83,5720.85,2977.98
2023-12-04,2023,12,Philadelphia,Small Business,In-Store,Clothing,Clothing,Women's Jeans,69,770.72,0.14,45734.52,34968.11,10766.41
2023-09-08,2023,9,San Antonio,Corporate,Online,Furniture,Furniture,File Cabinet,3,276.84,0.26,614.58,517.25,97.33
2023-10-03,2023,10,New York,Home Office,Online,Office Supplies,Office Supplies,Printer Paper,5,470.65,0.28,1694.34,1023.64,670.7
2024-07-09,2024,7,San Antonio,Consumer,Online,Electronics,Electronics,GoPro HERO11,18,487.0,0.25,6574.5,5313.54,1260.96
2025-08-26,2025,8,San Diego,Corporate,Online,Clothing,Clothing,Jacket,49,938.7,0.2,36797.04,24330.35,12466.69
2023-07-31,2023,7,Dallas,Corporate,In-Store,Clothing,Clothing,Socks,95,130.97,0.27,9082.77,8093.28,989.49
2023-10-26,2023,10,San Diego,Consumer,In-Store,Office Supplies,Office Supplies,Desk Lamp,6,312.26,0.28,1348.96,968.48,380.48
2024-01-29,2024,1,Phoenix,Consumer,Online,Electronics,Electronics,Fitbit Versa 4,68,375.49,0.18,20937.32,15184.37,5752.95
2024-04-15,2024,4,Houston,Consumer,Online,Office Supplies,Office Supplies,Printer Paper,86,568.97,0.15,41591.71,29681.64,11910.07
2025-02-03,2025,2,Philadelphia,Small Business,In-Store,Furniture,Furniture,File Cabinet,97,121.32,0.01,11650.36,7287.62,4362.74
2025-08-26,2025,8,Chicago,Corporate,Online,Office Supplies,Office Supplies,Printer Paper,8,302.16,0.08,2223.9,1503.79,720.11
2025-09-25,2025,9,Houston,Small Business,In-Store,Clothing,Clothing,Men's T-Shirt,89,719.31,0.21,50574.69,30478.9,20095.79
2024-03-03,2024,3,Philadelphia,Consumer,Online,Electronics,Electronics,iPhone 14 Pro,76,512.42,0.27,28429.06,23314.0,5115.06
2024-08-08,2024,8,Phoenix,Corporate,In-Store,Office Supplies,Office Supplies,Desk Lamp,60,141.68,0.28,6120.58,4116.43,2004.15
2024-12-21,2024,12,Los Angeles,Home Office,Online,Clothing,Clothing,Sneakers,95,948.86,0.04,86536.03,60716.2,25819.83
2024-06-03,2024,6,San Antonio,Corporate,Online,Furniture,Furniture,Conference Table,97,263.13,0.15,21695.07,13137.01,8558.06
2024-12-13,2024,12,Los Angeles,Corporate,In-Store,Clothing,Clothing,Jacket,48,204.51,0.02,9620.15,6310.47,3309.68
2024-04-22,2024,4,Chicago,Consumer,Online,Office Supplies,Office Supplies,Ballpoint Pen,26,706.22,0.21,14505.76,12820.14,1685.62
2025-03-11,2025,3,Chicago,Consumer,In-Store,Electronics,Electronics,GoPro HERO11,20,736.66,0.01,14585.87,11375.45,3210.42
2024-02-13,2024,2,San Jose,Consumer,In-Store,Office Supplies,Office Supplies,Stapler,70,891.24,0.25,46790.1,34510.99,12279.11
2023-11-08,2023,11,San Jose,Small Business,In-Store,Clothing,Clothing,Men's T-Shirt,54,519.53,0.26,20760.42,13839.38,6921.04
2023-03-11,2023,3,Chicago,Corporate,Online,Furniture,Furniture,Bookshelf,59,427.19,0.07,23439.92,20799.42,2640.5
2023-02-26,2023,2,Chicago,Corporate,In-Store,Office Supplies,Office Supplies,Printer Paper,74,665.06,0.06,46261.57,41492.62,4768.95
2025-04-09,2025,4,Phoenix,Consumer,Online,Clothing,Clothing,Socks,97,841.08,0.25,61188.57,54484.9,6703.67
2025-02-04,2025,2,San Diego,Small Business,Online,Electronics,Electronics,Dell XPS 13,60,991.29,0.23,45797.6,32119.04,13678.56
2024-11-08,2024,11,Phoenix,Consumer,In-Store,Electronics,Electronics,GoPro HERO11,9,585.2,0.22,4108.1,3372.73,735.37
2025-11-20,2025,11,Houston,Small Business,In-Store,Office Supplies,Office Supplies,Notebook,48,530.78,0.17,21146.28,15292.25,5854.03
2024-12-17,2024,12,San Antonio,Corporate,Online,Electronics,Electronics,Kindle Paperwhite,4,279.99,0.06,1052.76,927.81,124.95
2025-02-27,2025,2,Dallas,Corporate,Online,Clothing,Clothing,Socks,13,474.27,0.07,5733.92,4285.77,1448.15
2025-04-20,2025,4,Dallas,Small Business,In-Store,Clothing,Clothing,Socks,37,453.77,0.21,13263.7,10962.39,2301.31
2024-05-31,2024,5,Phoenix,Corporate,In-Store,Clothing,Clothing,Sneakers,69,291.97,0.25,15109.45,13163.19,1946.26
2023-06-24,2023,6,New York,Consumer,Online,Electronics,Electronics,Samsung Galaxy S23,45,381.14,0.04,16465.25,12189.72,4275.53
2023-09-29,2023,9,Houston,Home Office,Online,Furniture,Furniture,Standing Desk,45,283.28,0.17,10580.51,8739.57,1840.94
2023-11-01,2023,11,Dallas,Home Office,In-Store,Furniture,Furniture,Standing Desk,28,373.08,0.04,10028.39,8476.33,1552.06
2024-07-21,2024,7,Houston,Corporate,Online,Electronics,Electronics,iPhone 14 Pro,69,528.68,0.12,32101.45,19886.29,12215.16
2024-03-28,2024,3,Chicago,Small Business,In-Store,Electronics,Electronics,Sony WH-1000XM5,68,907.69,0.18,50612.79,40276.59,10336.2
2024-06-12,2024,6,Chicago,Small Business,In-Store,Clothing,Clothing,Socks,81,572.77,0.14,39899.16,35163.51,4735.65
2024-12-02,2024,12,Chicago,Corporate,In-Store,Clothing,Clothing,Socks,17,723.95,0.25,9230.36,6350.12,2880.24
2023-07-03,2023,7,New York,Consumer,In-Store,Furniture,Furniture,Office Chair,35,922.82,0.03,31329.74,21540.65,9789.09
2025-04-13,2025,4,San Antonio,Small Business,In-Store,Electronics,Electronics,Nikon D3500 DSLR,74,441.43,0.08,30052.55,20607.24,9445.31
2024-08-09,2024,8,New York,Home Office,In-Store,Clothing,Clothing,Socks,60,62.57,0.14,3228.61,2898.82,329.79
2025-01-09,2025,1,Phoenix,Home Office,Online,Furniture,Furniture,File Cabinet,92,409.43,0.06,35407.51,30080.54,5326.97
2023-04-13,2023,4,San Jose,Consumer,Online,Office Supplies,Office Supplies,Desk Lamp,35,468.04,0.01,16217.59,10708.53,5509.06
2023-01-12,2023,1,San Jose,Small Business,Online,Office Supplies,Office Supplies,Desk Lamp,76,324.79,0.15,20981.43,12910.38,8071.05
2023-10-30,2023,10,Chicago,Consumer,Online,Furniture,Furniture,Bookshelf,86,747.11,0.18,52686.2,33259.73,19426.47
2024-06-17,2024,6,Chicago,Home Office,Online,Clothing,Clothing,Socks,34,572.17,0.05,18481.09,16009.57,2471.52
2023-06-10,2023,6,Los Angeles,Consumer,In-Store,Office Supplies,Office Supplies,Desk Lamp,4,665.6,0.07,2476.03,1910.54,565.49
2023-05-27,2023,5,San Jose,Consumer,In-Store,Electronics,Electronics,Dell XPS 13,28,390.78,0.05,10394.75,7476.84,2917.91
2023-08-10,2023,8,Dallas,Small Business,Online,Clothing,Clothing,Men's T-Shirt,51,561.31,0.22,22328.91,19263.3,3065.61
2025-10-03,2025,10,New York,Small Business,In-Store,Office Supplies,Office Supplies,Printer Paper,99,155.59,0.24,11706.59,9211.99,2494.6
2024-05-23,2024,5,Philadelphia,Corporate,In-Store,Office Supplies,Office Supplies,Printer Paper,36,569.26,0.17,17009.49,10535.52,6473.97
2025-12-18,2025,12,New York,Home Office,Online,Clothing,Clothing,Sneakers,23,486.47,0.05,10629.37,7658.36,2971.01
2023-08-18,2023,8,Phoenix,Corporate,Online,Office Supplies,Office Supplies,Desk Lamp,76,153.48,0.25,8748.36,6843.9,1904.46
2025-01-05,2025,1,Philadelphia,Corporate,Online,Furniture,Furniture,Office Chair,62,509.98,0.12,27824.51,20666.02,7158.49
2025-09-16,2025,9,Philadelphia,Home Office,Online,Clothing,Clothing,Men's T-Shirt,15,964.38,0.29,10270.65,8158.21,2112.44
2024-09-04,2024,9,San Jose,Home Office,In-Store,Electronics,Electronics,Kindle Paperwhite,4,554.7,0.25,1664.1,1306.41,357.69
2024-10-01,2024,10,San Antonio,Corporate,Online,Clothing,Clothing,Socks,53,41.23,0.24,1660.74,1212.82,447.92
2025-01-02,2025,1,Chicago,Small Business,Online,Furniture,Furniture,Conference Table,100,294.92,0.23,22708.84,14313.79,8395.05
2025-12-23,2025,12,San Antonio,Corporate,Online,Clothing,Clothing,Men's T-Shirt,57,90.71,0.07,4808.54,3754.57,1053.97
2023-09-25,2023,9,San Antonio,Consumer,In-Store,Clothing,Clothing,Socks,54,57.46,0.11,2761.53,2166.41,595.12
2025-04-03,2025,4,Chicago,Home Office,Online,Furniture,Furniture,Office Chair,3,143.77,0.1,388.18,234.91,153.27
2025-09-06,2025,9,Houston,Small Business,In-Store,Electronics,Electronics,Samsung Galaxy S23,92,378.15,0.18,28527.64,22353.32,6174.32
2025-08-21,2025,8,Phoenix,Home Office,In-Store,Furniture,Furniture,Office Chair,49,461.11,0.15,19205.23,16029.32,3175.91
2025-08-03,2025,8,Phoenix,Consumer,Online,Furniture,Furniture,Standing Desk,15,402.94,0.12,5318.81,3199.79,2119.02
2025-05-23,2025,5,Philadelphia,Consumer,In-Store,Furniture,Furniture,Standing Desk,50,181.65,0.25,6811.88,4606.68,2205.2
2023-07-06,2023,7,San Jose,Small Business,Online,Office Supplies,Office Supplies,Stapler,11,358.61,0.0,3944.71,2898.82,1045.89
2024-03-07,2024,3,Los Angeles,Consumer,Online,Electronics,Electronics,Dell XPS 13,11,211.54,0.17,1931.36,1296.83,634.53
2025-10-13,2025,10,San Antonio,Consumer,In-Store,Office Supplies,Office Supplies,Stapler,65,670.85,0.24,33139.99,24377.7,8762.29
2025-01-19,2025,1,Chicago,Home Office,In-Store,Furniture,Furniture,File Cabinet,70,692.15,0.16,40698.42,33216.74,7481.68
2024-07-30,2024,7,Chicago,Home Office,Online,Clothing,Clothing,Socks,5,651.81,0.29,2313.93,1675.34,638.59
2023-09-29,2023,9,New York,Small Business,In-Store,Furniture,Furniture,Bookshelf,17,845.54,0.01,14230.44,12249.05,1981.39
2023-12-11,2023,12,New York,Corporate,Online,Office Supplies,Office Supplies,Stapler,69,373.71,0.18,21144.51,18046.64,3097.87
2023-10-06,2023,10,Philadelphia,Home Office,Online,Office Supplies,Office Supplies,Desk Lamp,4,731.63,0.3,2048.56,1472.5,576.06
2024-11-08,2024,11,Houston,Consumer,Online,Electronics,Electronics,Kindle Paperwhite,3,117.49,0.04,338.37,228.71,109.66
2023-04-28,2023,4,Los Angeles,Small Business,In-Store,Furniture,Furniture,Conference Table,4,937.05,0.05,3560.79,3065.29,495.5
2023-12-07,2023,12,Houston,Consumer,Online,Electronics,Electronics,GoPro HERO11,39,333.6,0.04,12489.98,10213.8,2276.18
2024-11-17,2024,11,Houston,Corporate,In-Store,Furniture,Furniture,Bookshelf,26,362.7,0.24,7166.95,4558.55,2608.4
2025-05-10,2025,5,New York,Consumer,In-Store,Electronics,Electronics,Kindle Paperwhite,84,821.54,0.01,68319.27,50241.23,18078.04
2023-10-30,2023,10,San Antonio,Consumer,In-Store,Furniture,Furniture,Standing Desk,71,936.02,0.24,50507.64,44095.08,6412.56
2025-05-24,2025,5,San Jose,Home Office,Online,Furniture,Furniture,Office Chair,96,617.35,0.1,53339.04,41427.75,11911.29
2025-05-16,2025,5,Los Angeles,Small Business,Online,Clothing,Clothing,Jacket,45,678.39,0.06,28695.9,22767.08,5928.82
2024-12-15,2024,12,Chicago,Home Office,In-Store,Clothing,Clothing,Socks,52,914.39,0.14,40891.52,31316.36,9575.16
2023-03-21,2023,3,Philadelphia,Small Business,Online,Electronics,Electronics,Nikon D3500 DSLR,77,406.47,0.13,27229.43,18383.24,8846.19
2025-12-22,2025,12,Dallas,Consumer,In-Store,Electronics,Electronics,Fitbit Versa 4,37,807.13,0.08,27474.71,22153.66,5321.05
2023-10-17,2023,10,Dallas,Corporate,In-Store,Office Supplies,Office Supplies,Printer Paper,100,77.97,0.05,7407.15,6505.28,901.87
2024-11-02,2024,11,San Diego,Corporate,In-Store,Electronics,Electronics,GoPro HERO11,81,678.35,0.16,46154.93,33058.32,13096.61
2023-06-20,2023,6,Houston,Consumer,In-Store,Furniture,Furniture,Bookshelf,24,192.39,0.12,4063.28,2885.9,1177.38
2023-07-02,2023,7,San Jose,Small Business,Online,Clothing,Clothing,Sneakers,73,533.3,0.1,35037.81,22221.82,12815.99
2023-03-07,2023,3,Los Angeles,Small Business,In-Store,Clothing,Clothing,Socks,35,148.55,0.28,3743.46,3188.67,554.79
2025-09-14,2025,9,Los Angeles,Small Business,In-Store,Clothing,Clothing,Socks,89,626.41,0.01,55192.99,38664.91,16528.08
2024-02-09,2024,2,Los Angeles,Small Business,Online,Clothing,Clothing,Women's Jeans,42,649.42,0.08,25093.59,17590.58,7503.01
2025-11-27,2025,11,New York,Consumer,Online,Electronics,Electronics,Dell XPS 13,55,300.89,0.21,13073.67,9567.09,3506.58
2025-07-18,2025,7,San Antonio,Corporate,Online,Office Supplies,Office Supplies,Stapler,84,485.03,0.18,33408.87,22477.1,10931.77
2023-10-01,2023,10,Phoenix,Corporate,Online,Office Supplies,Office Supplies,Stapler,18,342.59,0.04,5919.96,4008.43,1911.53
2024-03-01,2024,3,Dallas,Home Office,Online,Electronics,Electronics,GoPro HERO11,75,604.67,0.02,44443.25,30575.69,13867.56
2025-04-07,2025,4,New York,Small Business,In-Store,Electronics,Electronics,Dell XPS 13,15,388.85,0.02,5716.1,4398.63,1317.47
2024-12-30,2024,12,Dallas,Consumer,In-Store,Electronics,Electronics,Fitbit Versa 4,27,743.43,0.05,19068.98,13595.58,5473.4
2025-10-24,2025,10,Phoenix,Consumer,In-Store,Electronics,Electronics,Samsung Galaxy S23,51,772.86,0.05,37445.07,27712.67,9732.4
2025-12-01,2025,12,San Diego,Small Business,Online,Furniture,Furniture,Bookshelf,58,933.87,0.05,51456.24,30997.7,20458.54
2024-09-08,2024,9,San Jose,Consumer,In-Store,Clothing,Clothing,Socks,90,211.1,0.03,18429.03,11898.41,6530.62
2024-04-27,2024,4,Los Angeles,Home Office,In-Store,Clothing,Clothing,Sneakers,89,874.07,0.09,70790.93,45004.0,25786.93
2024-09-01,2024,9,Dallas,Corporate,Online,Electronics,Electronics,Nikon D3500 DSLR,29,548.04,0.21,12555.6,10554.59,2001.01
2024-08-30,2024,8,San Jose,Home Office,Online,Furniture,Furniture,Office Chair,48,275.23,0.27,9644.06,6096.95,3547.11
2025-12-11,2025,12,Chicago,Corporate,In-Store,Clothing,Clothing,Jacket,40,949.88,0.02,37235.3,23886.82,13348.48
2025-02-10,2025,2,San Diego,Small Business,Online,Clothing,Clothing,Jacket,40,293.16,0.17,9732.91,8068.17,1664.74
2023-09-30,2023,9,Los Angeles,Corporate,Online,Furniture,Furniture,Office Chair,54,243.29,0.27,9590.49,7895.34,1695.15
2025-12-10,2025,12,Chicago,Corporate,In-Store,Furniture,Furniture,Office Chair,77,383.61,0.16,24811.89,18316.84,6495.05
2024-06-01,2024,6,San Diego,Consumer,Online,Electronics,Electronics,Nikon D3500 DSLR,20,35.67,0.24,542.18,327.78,214.4
2025-10-27,2025,10,Houston,Consumer,Online,Furniture,Furniture,Conference Table,79,54.89,0.04,4162.86,3236.64,926.22
2024-08-04,2024,8,Houston,Corporate,Online,Office Supplies,Office Supplies,Printer Paper,32,147.96,0.13,4119.21,2538.87,1580.34
2023-03-20,2023,3,Phoenix,Corporate,In-Store,Office Supplies,Office Supplies,Desk Lamp,85,223.72,0.16,15973.61,10902.12,5071.49
2024-12-20,2024,12,New York,Consumer,Online,Furniture,Furniture,File Cabinet,41,412.54,0.21,13362.17,9571.13,3791.04
2024-02-28,2024,2,San Jose,Corporate,Online,Electronics,Electronics,GoPro HERO11,79,51.3,0.25,3039.52,2043.44,996.08
